Drug,Protein
DB08895,9606.ENSP00000311005
DB08895,9606.ENSP00000378974
DB08895,9606.ENSP00000333685
DB08895,9606.ENSP00000211287
DB08895,9606.ENSP00000302486
DB08895,9606.ENSP00000345083
DB08895,9606.ENSP00000468348
DB08895,9606.ENSP00000233057
DB08895,9606.ENSP00000334876
DB08895,9606.ENSP00000357494
DB08895,9606.ENSP00000435412
DB08895,9606.ENSP00000410402
DB08895,9606.ENSP00000362931
DB08895,9606.ENSP00000233027
DB08895,9606.ENSP00000369325
DB08895,9606.ENSP00000225577
DB08895,9606.ENSP00000364898
DB08895,9606.ENSP00000370912
DB06486,9606.ENSP00000261799
DB06486,9606.ENSP00000344220
DB06486,9606.ENSP00000356155
DB06486,9606.ENSP00000362608
DB06486,9606.ENSP00000419260
DB06486,9606.ENSP00000357869
DB06486,9606.ENSP00000309591
DB06486,9606.ENSP00000359719
DB06486,9606.ENSP00000295797
DB06486,9606.ENSP00000390535
DB06486,9606.ENSP00000263025
DB06486,9606.ENSP00000383234
DB06486,9606.ENSP00000261845
DB06486,9606.ENSP00000311005
DB06486,9606.ENSP00000378974
DB06486,9606.ENSP00000333685
DB06486,9606.ENSP00000211287
DB06486,9606.ENSP00000302486
DB06486,9606.ENSP00000345083
DB06486,9606.ENSP00000468348
DB06486,9606.ENSP00000233057
DB06486,9606.ENSP00000334876
DB06486,9606.ENSP00000357494
DB06486,9606.ENSP00000435412
DB06486,9606.ENSP00000410402
DB06486,9606.ENSP00000362931
DB06486,9606.ENSP00000233027
DB06486,9606.ENSP00000369325
DB06486,9606.ENSP00000225577
DB06486,9606.ENSP00000364898
DB06486,9606.ENSP00000370912
DB06486,9606.ENSP00000351905
DB06486,9606.ENSP00000358813
DB06486,9606.ENSP00000264316
DB06486,9606.ENSP00000402084
DB06486,9606.ENSP00000482548
DB06486,9606.ENSP00000324560
DB06486,9606.ENSP00000365730
DB06486,9606.ENSP00000342105
DB06486,9606.ENSP00000216911
DB06486,9606.ENSP00000355731
DB06486,9606.ENSP00000263881
DB06486,9606.ENSP00000256460
DB06486,9606.ENSP00000449381
DB06486,9606.ENSP00000494788
DB06486,9606.ENSP00000181839
DB06486,9606.ENSP00000259808
DB06486,9606.ENSP00000220751
DB06486,9606.ENSP00000341874
DB06486,9606.ENSP00000337194
DB06486,9606.ENSP00000306340
DB06486,9606.ENSP00000371614
DB06486,9606.ENSP00000459799
DB06486,9606.ENSP00000378505
DB06486,9606.ENSP00000357345
DB06486,9606.ENSP00000361275
DB04879,9606.ENSP00000355731
DB04879,9606.ENSP00000263881
DB04879,9606.ENSP00000256460
DB04879,9606.ENSP00000449381
DB04879,9606.ENSP00000494788
DB04879,9606.ENSP00000181839
DB04879,9606.ENSP00000259808
DB04879,9606.ENSP00000220751
DB04879,9606.ENSP00000341874
DB04879,9606.ENSP00000337194
DB04879,9606.ENSP00000306340
DB04879,9606.ENSP00000371614
DB04879,9606.ENSP00000459799
DB04879,9606.ENSP00000378505
DB04879,9606.ENSP00000357345
DB04879,9606.ENSP00000361275
DB04879,9606.ENSP00000263955
DB04879,9606.ENSP00000442656
DB04879,9606.ENSP00000361107
DB04879,9606.ENSP00000220003
DB04879,9606.ENSP00000353904
DB04879,9606.ENSP00000351209
DB13061,9606.ENSP00000270861
DB13061,9606.ENSP00000484390
DB13061,9606.ENSP00000359119
DB13061,9606.ENSP00000362702
DB13061,9606.ENSP00000199389
DB13061,9606.ENSP00000372035
DB13061,9606.ENSP00000270112
DB13061,9606.ENSP00000378914
DB13061,9606.ENSP00000358770
DB13061,9606.ENSP00000298048
DB13061,9606.ENSP00000261402
DB13061,9606.ENSP00000349458
DB13061,9606.ENSP00000251472
DB13061,9606.ENSP00000373684
DB13061,9606.ENSP00000399511
DB13061,9606.ENSP00000305976
DB13061,9606.ENSP00000295709
DB13061,9606.ENSP00000479889
DB13061,9606.ENSP00000310094
DB13061,9606.ENSP00000384625
DB13061,9606.ENSP00000376317
DB13061,9606.ENSP00000377867
DB13061,9606.ENSP00000495965
DB13061,9606.ENSP00000383053
DB13061,9606.ENSP00000385751
DB13061,9606.ENSP00000250896
DB13061,9606.ENSP00000334836
DB13061,9606.ENSP00000354006
DB13061,9606.ENSP00000296088
DB13061,9606.ENSP00000283109
DB13061,9606.ENSP00000282908
DB13061,9606.ENSP00000483424
DB13061,9606.ENSP00000222330
DB13061,9606.ENSP00000453858
DB13061,9606.ENSP00000355741
DB13061,9606.ENSP00000367686
DB13061,9606.ENSP00000478874
DB13061,9606.ENSP00000009105
DB13061,9606.ENSP00000166244
DB13061,9606.ENSP00000332454
DB13061,9606.ENSP00000316948
DB13061,9606.ENSP00000261716
DB13061,9606.ENSP00000475724
DB13061,9606.ENSP00000385571
DB13061,9606.ENSP00000292408
DB13061,9606.ENSP00000410294
DB13061,9606.ENSP00000393312
DB13061,9606.ENSP00000347032
DB13061,9606.ENSP00000315118
DB13061,9606.ENSP00000376647
DB13061,9606.ENSP00000262948
DB13061,9606.ENSP00000416750
DB13061,9606.ENSP00000499251
DB13061,9606.ENSP00000262891
DB13061,9606.ENSP00000369162
DB13061,9606.ENSP00000375081
DB13061,9606.ENSP00000371188
DB13061,9606.ENSP00000356070
DB13061,9606.ENSP00000238616
DB13061,9606.ENSP00000365162
DB13061,9606.ENSP00000451263
DB13061,9606.ENSP00000394484
DB13061,9606.ENSP00000217188
DB13061,9606.ENSP00000370891
DB13061,9606.ENSP00000340373
DB13061,9606.ENSP00000356355
DB13061,9606.ENSP00000364361
DB13061,9606.ENSP00000215832
DB13061,9606.ENSP00000381531
DB13061,9606.ENSP00000394560
DB13061,9606.ENSP00000406472
DB13061,9606.ENSP00000264952
DB13061,9606.ENSP00000291823
DB13061,9606.ENSP00000178640
DB13061,9606.ENSP00000381070
DB13061,9606.ENSP00000369126
DB13061,9606.ENSP00000358335
DB13061,9606.ENSP00000343658
DB13061,9606.ENSP00000372857
DB13061,9606.ENSP00000407442
DB13061,9606.ENSP00000346671
DB13061,9606.ENSP00000420849
DB13061,9606.ENSP00000341189
DB13061,9606.ENSP00000380638
DB13061,9606.ENSP00000270162
DB13061,9606.ENSP00000298630
DB13061,9606.ENSP00000306678
DB13061,9606.ENSP00000480763
DB13061,9606.ENSP00000378288
DB13061,9606.ENSP00000262300
DB13061,9606.ENSP00000381129
DB13061,9606.ENSP00000347767
DB13061,9606.ENSP00000263800
DB13061,9606.ENSP00000264972
DB13061,9606.ENSP00000343325
DB00398,9606.ENSP00000233027
DB05928,9606.ENSP00000309591
DB05928,9606.ENSP00000359719
DB05928,9606.ENSP00000295797
DB05928,9606.ENSP00000390535
DB05928,9606.ENSP00000263025
DB05928,9606.ENSP00000383234
DB05928,9606.ENSP00000261845
DB05928,9606.ENSP00000311005
DB05928,9606.ENSP00000378974
DB05928,9606.ENSP00000333685
DB05928,9606.ENSP00000211287
DB05928,9606.ENSP00000302486
DB05928,9606.ENSP00000345083
DB05928,9606.ENSP00000468348
DB05928,9606.ENSP00000233057
DB05928,9606.ENSP00000334876
DB05928,9606.ENSP00000357494
DB05928,9606.ENSP00000435412
DB05928,9606.ENSP00000410402
DB05928,9606.ENSP00000362931
DB05928,9606.ENSP00000233027
DB05928,9606.ENSP00000369325
DB05928,9606.ENSP00000225577
DB05928,9606.ENSP00000364898
DB05928,9606.ENSP00000370912
DB05928,9606.ENSP00000351905
DB05928,9606.ENSP00000358813
DB05928,9606.ENSP00000264316
DB05928,9606.ENSP00000431885
DB05928,9606.ENSP00000402084
DB05928,9606.ENSP00000482548
DB05928,9606.ENSP00000324560
DB05928,9606.ENSP00000365730
DB05928,9606.ENSP00000342105
DB05928,9606.ENSP00000216911
DB05928,9606.ENSP00000355731
DB05928,9606.ENSP00000263881
DB05928,9606.ENSP00000256460
DB05928,9606.ENSP00000449381
DB05928,9606.ENSP00000494788
DB05928,9606.ENSP00000181839
DB05928,9606.ENSP00000259808
DB05928,9606.ENSP00000220751
DB05928,9606.ENSP00000341874
DB05928,9606.ENSP00000337194
DB05928,9606.ENSP00000306340
DB05928,9606.ENSP00000371614
DB05928,9606.ENSP00000459799
DB05928,9606.ENSP00000378505
DB05928,9606.ENSP00000357345
DB05928,9606.ENSP00000361275
DB00619,9606.ENSP00000432511
DB00619,9606.ENSP00000288135
DB00619,9606.ENSP00000455607
DB00619,9606.ENSP00000324856
DB00619,9606.ENSP00000369375
DB00619,9606.ENSP00000497069
DB00619,9606.ENSP00000345629
DB00619,9606.ENSP00000353824
DB00619,9606.ENSP00000372023
DB00619,9606.ENSP00000269571
DB00619,9606.ENSP00000371341
DB00619,9606.ENSP00000431418
DB00619,9606.ENSP00000274643
DB00619,9606.ENSP00000469413
DB00619,9606.ENSP00000343248
DB00619,9606.ENSP00000303887
DB00619,9606.ENSP00000342235
DB00619,9606.ENSP00000465039
DB00619,9606.ENSP00000400312
DB00619,9606.ENSP00000405004
DB00619,9606.ENSP00000340361
DB00619,9606.ENSP00000381535
DB00619,9606.ENSP00000265334
DB00619,9606.ENSP00000498083
DB00619,9606.ENSP00000357883
DB00619,9606.ENSP00000401907
DB00619,9606.ENSP00000363708
DB00619,9606.ENSP00000410561
DB12429,9606.ENSP00000270112
DB12429,9606.ENSP00000378914
DB12429,9606.ENSP00000358770
DB12429,9606.ENSP00000298048
DB12429,9606.ENSP00000261402
DB12429,9606.ENSP00000349458
DB12429,9606.ENSP00000251472
DB12429,9606.ENSP00000373684
DB12429,9606.ENSP00000399511
DB12429,9606.ENSP00000305976
DB12429,9606.ENSP00000295709
DB12429,9606.ENSP00000479889
DB12429,9606.ENSP00000310094
DB12429,9606.ENSP00000384625
DB12429,9606.ENSP00000376317
DB12429,9606.ENSP00000377867
DB12429,9606.ENSP00000495965
DB12429,9606.ENSP00000383053
DB12429,9606.ENSP00000385751
DB12429,9606.ENSP00000250896
DB12429,9606.ENSP00000334836
DB12429,9606.ENSP00000354006
DB12429,9606.ENSP00000296088
DB12429,9606.ENSP00000283109
DB12429,9606.ENSP00000282908
DB12429,9606.ENSP00000483424
DB12429,9606.ENSP00000222330
DB12429,9606.ENSP00000453858
DB12429,9606.ENSP00000355741
DB12429,9606.ENSP00000367686
DB12429,9606.ENSP00000478874
DB12429,9606.ENSP00000009105
DB12429,9606.ENSP00000166244
DB12429,9606.ENSP00000332454
DB12429,9606.ENSP00000316948
DB12429,9606.ENSP00000261716
DB12429,9606.ENSP00000475724
DB12429,9606.ENSP00000385571
DB12429,9606.ENSP00000292408
DB12429,9606.ENSP00000410294
DB12429,9606.ENSP00000347032
DB05424,9606.ENSP00000351908
DB05424,9606.ENSP00000442460
DB05424,9606.ENSP00000176763
DB05424,9606.ENSP00000355237
DB05424,9606.ENSP00000277120
DB05424,9606.ENSP00000276052
DB05424,9606.ENSP00000257290
DB05424,9606.ENSP00000445440
DB05424,9606.ENSP00000501150
DB05424,9606.ENSP00000360290
DB05424,9606.ENSP00000331602
DB05424,9606.ENSP00000359552
DB05424,9606.ENSP00000263125
DB05424,9606.ENSP00000264399
DB05424,9606.ENSP00000429744
DB05424,9606.ENSP00000361892
DB05424,9606.ENSP00000338127
DB05424,9606.ENSP00000263798
DB05424,9606.ENSP00000408002
DB05424,9606.ENSP00000449038
DB05424,9606.ENSP00000325748
DB05424,9606.ENSP00000387246
DB05424,9606.ENSP00000274289
DB05424,9606.ENSP00000376306
DB05424,9606.ENSP00000229812
DB05424,9606.ENSP00000424757
DB05424,9606.ENSP00000411099
DB05424,9606.ENSP00000369390
DB05424,9606.ENSP00000466363
DB05424,9606.ENSP00000348278
DB05424,9606.ENSP00000329967
DB04879,9606.ENSP00000431418
DB04879,9606.ENSP00000274643
DB04879,9606.ENSP00000469413
DB04879,9606.ENSP00000343248
DB04879,9606.ENSP00000303887
DB04879,9606.ENSP00000342235
DB04879,9606.ENSP00000465039
DB04879,9606.ENSP00000400312
DB04879,9606.ENSP00000405004
DB04879,9606.ENSP00000340361
DB04879,9606.ENSP00000381535
DB04879,9606.ENSP00000265334
DB04879,9606.ENSP00000498083
DB04879,9606.ENSP00000357883
DB04879,9606.ENSP00000401907
DB04879,9606.ENSP00000363708
DB04879,9606.ENSP00000410561
DB04879,9606.ENSP00000362361
DB04879,9606.ENSP00000255641
DB04879,9606.ENSP00000442973
DB04879,9606.ENSP00000401445
DB04879,9606.ENSP00000430684
DB04879,9606.ENSP00000358997
DB04879,9606.ENSP00000241416
DB04879,9606.ENSP00000301178
DB04879,9606.ENSP00000259089
DB04879,9606.ENSP00000350224
DB04879,9606.ENSP00000282356
DB04879,9606.ENSP00000266970
DB04879,9606.ENSP00000256443
DB04879,9606.ENSP00000261798
DB04879,9606.ENSP00000380044
DB04879,9606.ENSP00000217244
DB04879,9606.ENSP00000262506
DB04879,9606.ENSP00000427552
DB04879,9606.ENSP00000267101
DB04879,9606.ENSP00000331504
DB04879,9606.ENSP00000282397
DB04879,9606.ENSP00000324806
DB04879,9606.ENSP00000365012
DB04879,9606.ENSP00000263923
DB04879,9606.ENSP00000336740
DB04879,9606.ENSP00000428924
DB04879,9606.ENSP00000378485
DB04879,9606.ENSP00000354927
DB04879,9606.ENSP00000309597
DB04879,9606.ENSP00000253055
DB04879,9606.ENSP00000355966
DB04879,9606.ENSP00000484443
DB05294,9606.ENSP00000288135
DB05294,9606.ENSP00000317272
DB05294,9606.ENSP00000455607
DB05294,9606.ENSP00000324856
DB05294,9606.ENSP00000369375
DB05294,9606.ENSP00000497069
DB05294,9606.ENSP00000345629
DB05294,9606.ENSP00000353824
DB05294,9606.ENSP00000372023
DB05294,9606.ENSP00000269571
DB05294,9606.ENSP00000371341
DB05294,9606.ENSP00000431418
DB05294,9606.ENSP00000274643
DB05294,9606.ENSP00000469413
DB05294,9606.ENSP00000343248
DB05294,9606.ENSP00000303887
DB05294,9606.ENSP00000342235
DB05294,9606.ENSP00000465039
DB05294,9606.ENSP00000400312
DB05294,9606.ENSP00000405004
DB05294,9606.ENSP00000340361
DB05294,9606.ENSP00000381535
DB05294,9606.ENSP00000265334
DB05294,9606.ENSP00000498083
DB05294,9606.ENSP00000357883
DB05294,9606.ENSP00000401907
DB05294,9606.ENSP00000363708
DB05294,9606.ENSP00000410561
DB05294,9606.ENSP00000362361
DB05294,9606.ENSP00000255641
DB05294,9606.ENSP00000442973
DB05294,9606.ENSP00000401445
DB05294,9606.ENSP00000430684
DB05294,9606.ENSP00000358997
DB05294,9606.ENSP00000241416
DB05294,9606.ENSP00000375892
DB05294,9606.ENSP00000259089
DB05294,9606.ENSP00000350224
DB05294,9606.ENSP00000282356
DB05294,9606.ENSP00000266970
DB05294,9606.ENSP00000256443
DB05294,9606.ENSP00000261798
DB05294,9606.ENSP00000380044
DB05294,9606.ENSP00000217244
DB05294,9606.ENSP00000262506
DB05294,9606.ENSP00000427552
DB05294,9606.ENSP00000267101
DB05294,9606.ENSP00000331504
DB05294,9606.ENSP00000282397
DB08895,9606.ENSP00000351905
DB08895,9606.ENSP00000358813
DB08895,9606.ENSP00000264316
DB08895,9606.ENSP00000402084
DB08895,9606.ENSP00000482548
DB08895,9606.ENSP00000324560
DB08895,9606.ENSP00000365730
DB08895,9606.ENSP00000342105
DB08895,9606.ENSP00000216911
DB08895,9606.ENSP00000355731
DB08895,9606.ENSP00000263881
DB08895,9606.ENSP00000256460
DB08895,9606.ENSP00000449381
DB08895,9606.ENSP00000494788
DB08895,9606.ENSP00000181839
DB08895,9606.ENSP00000259808
DB08895,9606.ENSP00000220751
DB08895,9606.ENSP00000341874
DB08895,9606.ENSP00000337194
DB08895,9606.ENSP00000306340
DB08895,9606.ENSP00000371614
DB08895,9606.ENSP00000459799
DB08895,9606.ENSP00000378505
DB08895,9606.ENSP00000357345
DB08895,9606.ENSP00000361275
DB05969,9606.ENSP00000361892
DB05969,9606.ENSP00000338127
DB05969,9606.ENSP00000263798
DB05969,9606.ENSP00000408002
DB05969,9606.ENSP00000449038
DB05969,9606.ENSP00000325748
DB05969,9606.ENSP00000387246
DB05969,9606.ENSP00000274289
DB05969,9606.ENSP00000376306
DB05969,9606.ENSP00000229812
DB05969,9606.ENSP00000424757
DB05969,9606.ENSP00000411099
DB05969,9606.ENSP00000369390
DB05969,9606.ENSP00000466363
DB05969,9606.ENSP00000348278
DB05969,9606.ENSP00000329967
DB05969,9606.ENSP00000379842
DB05969,9606.ENSP00000464030
DB05969,9606.ENSP00000357178
DB05969,9606.ENSP00000270861
DB05969,9606.ENSP00000484390
DB05969,9606.ENSP00000359119
DB05969,9606.ENSP00000362702
DB05969,9606.ENSP00000199389
DB05969,9606.ENSP00000372035
DB05969,9606.ENSP00000270112
DB05969,9606.ENSP00000378914
DB05969,9606.ENSP00000358770
DB05969,9606.ENSP00000298048
DB05969,9606.ENSP00000261402
DB05969,9606.ENSP00000349458
DB05969,9606.ENSP00000251472
DB05969,9606.ENSP00000373684
DB05969,9606.ENSP00000399511
DB05969,9606.ENSP00000305976
DB05969,9606.ENSP00000295709
DB05969,9606.ENSP00000479889
DB05969,9606.ENSP00000310094
DB05969,9606.ENSP00000384625
DB05969,9606.ENSP00000377867
DB05969,9606.ENSP00000495965
DB01268,9606.ENSP00000199389
DB01268,9606.ENSP00000479889
DB01268,9606.ENSP00000310094
DB01268,9606.ENSP00000495965
DB01268,9606.ENSP00000250896
DB01268,9606.ENSP00000354006
DB01268,9606.ENSP00000296088
DB01268,9606.ENSP00000009105
DB01268,9606.ENSP00000292408
DB04849,9606.ENSP00000419782
DB04849,9606.ENSP00000354558
DB04849,9606.ENSP00000371067
DB04849,9606.ENSP00000366563
DB04849,9606.ENSP00000300093
DB04849,9606.ENSP00000262848
DB04849,9606.ENSP00000311713
DB04849,9606.ENSP00000361423
DB04849,9606.ENSP00000427562
DB04849,9606.ENSP00000451828
DB04849,9606.ENSP00000286301
DB04849,9606.ENSP00000275493
DB04849,9606.ENSP00000337451
DB04849,9606.ENSP00000281092
DB04849,9606.ENSP00000363117
DB04849,9606.ENSP00000314499
DB04849,9606.ENSP00000477713
DB04849,9606.ENSP00000306124
DB04849,9606.ENSP00000382697
DB04849,9606.ENSP00000362680
DB04849,9606.ENSP00000361554
DB04849,9606.ENSP00000462468
DB04849,9606.ENSP00000500582
DB04849,9606.ENSP00000398655
DB04849,9606.ENSP00000339916
DB04849,9606.ENSP00000363571
DB04849,9606.ENSP00000304226
DB04849,9606.ENSP00000368356
DB04849,9606.ENSP00000346484
DB04849,9606.ENSP00000351908
DB05928,9606.ENSP00000263955
DB05928,9606.ENSP00000442656
DB05928,9606.ENSP00000361107
DB05928,9606.ENSP00000220003
DB05928,9606.ENSP00000353904
DB05928,9606.ENSP00000351209
DB05928,9606.ENSP00000281821
DB05928,9606.ENSP00000381097
DB05928,9606.ENSP00000332118
DB05928,9606.ENSP00000350896
DB05928,9606.ENSP00000481994
DB05928,9606.ENSP00000445381
DB05928,9606.ENSP00000294066
DB05928,9606.ENSP00000368884
DB05928,9606.ENSP00000350195
DB05928,9606.ENSP00000437550
DB05928,9606.ENSP00000469863
DB05928,9606.ENSP00000265026
DB05928,9606.ENSP00000353846
DB05928,9606.ENSP00000479667
DB05928,9606.ENSP00000419782
DB05928,9606.ENSP00000354558
DB05928,9606.ENSP00000371067
DB05928,9606.ENSP00000366563
DB05928,9606.ENSP00000300093
DB05928,9606.ENSP00000262848
DB05928,9606.ENSP00000311713
DB04868,9606.ENSP00000220003
DB04868,9606.ENSP00000353904
DB04868,9606.ENSP00000351209
DB04868,9606.ENSP00000281821
DB04868,9606.ENSP00000374323
DB04868,9606.ENSP00000381097
DB04868,9606.ENSP00000332118
DB04868,9606.ENSP00000350896
DB04868,9606.ENSP00000481994
DB04868,9606.ENSP00000445381
DB04868,9606.ENSP00000294066
DB04868,9606.ENSP00000368884
DB04868,9606.ENSP00000350195
DB04868,9606.ENSP00000437550
DB04868,9606.ENSP00000469863
DB04868,9606.ENSP00000265026
DB04868,9606.ENSP00000353846
DB04868,9606.ENSP00000419782
DB04868,9606.ENSP00000354558
DB04868,9606.ENSP00000371067
DB04868,9606.ENSP00000366563
DB04868,9606.ENSP00000300093
DB04868,9606.ENSP00000262848
DB04868,9606.ENSP00000311713
DB04868,9606.ENSP00000361423
DB08916,9606.ENSP00000337451
DB08916,9606.ENSP00000281092
DB08916,9606.ENSP00000363117
DB08916,9606.ENSP00000314499
DB08916,9606.ENSP00000477713
DB08916,9606.ENSP00000306124
DB08916,9606.ENSP00000382697
DB08916,9606.ENSP00000362680
DB08916,9606.ENSP00000361554
DB08916,9606.ENSP00000462468
DB08916,9606.ENSP00000500582
DB08916,9606.ENSP00000398655
DB08916,9606.ENSP00000339916
DB08916,9606.ENSP00000363571
DB08916,9606.ENSP00000304226
DB08916,9606.ENSP00000368356
DB08916,9606.ENSP00000346484
DB08916,9606.ENSP00000351908
DB08916,9606.ENSP00000442460
DB08916,9606.ENSP00000176763
DB08916,9606.ENSP00000355237
DB08916,9606.ENSP00000277120
DB08916,9606.ENSP00000276052
DB08916,9606.ENSP00000257290
DB08916,9606.ENSP00000445440
DB08916,9606.ENSP00000501150
DB12429,9606.ENSP00000351908
DB12429,9606.ENSP00000442460
DB12429,9606.ENSP00000176763
DB11958,9606.ENSP00000309597
DB11958,9606.ENSP00000253055
DB11958,9606.ENSP00000355966
DB11958,9606.ENSP00000484443
DB11958,9606.ENSP00000278568
DB11958,9606.ENSP00000314067
DB11958,9606.ENSP00000353864
DB11958,9606.ENSP00000261799
DB11958,9606.ENSP00000344220
DB11958,9606.ENSP00000356155
DB11958,9606.ENSP00000362608
DB11958,9606.ENSP00000419260
DB11958,9606.ENSP00000357869
DB11958,9606.ENSP00000309591
DB11958,9606.ENSP00000359719
DB11958,9606.ENSP00000295797
DB11958,9606.ENSP00000390535
DB11958,9606.ENSP00000263025
DB11958,9606.ENSP00000383234
DB11958,9606.ENSP00000261845
DB11958,9606.ENSP00000311005
DB11958,9606.ENSP00000378974
DB11958,9606.ENSP00000333685
DB11958,9606.ENSP00000211287
DB11958,9606.ENSP00000302486
DB11958,9606.ENSP00000345083
DB11958,9606.ENSP00000468348
DB11958,9606.ENSP00000233057
DB11958,9606.ENSP00000334876
DB11958,9606.ENSP00000357494
DB11958,9606.ENSP00000410402
DB11958,9606.ENSP00000362931
DB11958,9606.ENSP00000233027
DB11958,9606.ENSP00000369325
DB11958,9606.ENSP00000225577
DB11958,9606.ENSP00000364898
DB11958,9606.ENSP00000370912
DB11958,9606.ENSP00000351905
DB11958,9606.ENSP00000358813
DB11958,9606.ENSP00000264316
DB11958,9606.ENSP00000402084
DB11958,9606.ENSP00000482548
DB11958,9606.ENSP00000324560
DB11958,9606.ENSP00000365730
DB11958,9606.ENSP00000342105
DB11958,9606.ENSP00000216911
DB11958,9606.ENSP00000355731
DB11958,9606.ENSP00000263881
DB11958,9606.ENSP00000256460
DB11958,9606.ENSP00000449381
